Postaja,Regija,Leto,Mesec,PM10,SO2,NO2,NOX
ms rakican,Pomurska,2016,Jan,59.0,,20.0,35.0
nova gorica,Goriška,2016,Jan,48.0,,34.0,76.0
novo mesto,Jugovzhodna Slovenija,2016,Jan,59.0,,,
pesje,Posavska,2016,Jan,31.0,9.0,,
prapretno,Zasavska,2016,Jan,27.0,,,
ravenska vas,Zasavska,2016,Jan,,6.0,,
skale,Savinjska,2016,Jan,23.0,4.0,21.0,24.0
sostanj,Savinjska,2016,Jan,29.0,3.0,,
sv. mohor,Savinjska,2016,Jan,,4.0,15.0,16.0
topolsica,Savinjska,2016,Jan,,2.0,,
trbovlje,Zasavska,2016,Jan,60.0,11.0,29.0,66.0
velenje,Savinjska,2016,Jan,36.0,5.0,,
veliki vrh,Savinjska,2016,Jan,,3.0,,
vnajnarje,Osrednjeslovenska,2016,Jan,22.0,5.0,14.0,13.0
zagorje,Zasavska,2016,Jan,64.0,5.0,36.0,95.0
zavodnje,Savinjska,2016,Jan,,5.0,8.0,9.0
zelena trava,Zasavska,2016,Jan,,,28.0,37.0
zerjav,Koroška,2016,Jan,39.0,,,
amp gaji,Savinjska,2016,Feb,21.0,3.0,13.0,33.0
celje,Savinjska,2016,Feb,30.0,4.0,29.0,60.0
dobovec,Zasavska,2016,Feb,,7.0,2.0,2.0
gorenje polje,Goriška,2016,Feb,16.0,,,
graska gora,Koroška,2016,Feb,,2.0,,
hrastnik,Zasavska,2016,Feb,20.0,5.0,,
iskrba,Jugovzhodna Slovenija,2016,Feb,7.0,0.1,2.0,
koper,Obalno-kraška,2016,Feb,21.0,,23.0,30.0
kovk,Zasavska,2016,Feb,,3.0,8.0,10.0
kranj,Gorenjska,2016,Feb,24.0,,,
kum,Zasavska,2016,Feb,,7.0,,
lj bezigrad,Osrednjeslovenska,2016,Feb,18.0,7.0,33.0,57.0
lj biotehniska,Osrednjeslovenska,2016,Feb,22.0,,,
lj center,Osrednjeslovenska,2016,Feb,32.0,1.0,34.0,73.0
maribor,Podravska,2016,Feb,22.0,,35.0,79.0
mb vrbanski,Podravska,2016,Feb,14.0,,,
miklavz,Podravska,2016,Feb,22.0,,,
morsko,Goriška,2016,Feb,16.0,,,
ms rakican,Pomurska,2016,Feb,26.0,,14.0,20.0
nova gorica,Goriška,2016,Feb,24.0,,25.0,43.0
novo mesto,Jugovzhodna Slovenija,2016,Feb,25.0,,,
pesje,Posavska,2016,Feb,18.0,9.0,,
prapretno,Zasavska,2016,Feb,14.0,,,
ravenska vas,Zasavska,2016,Feb,,5.0,,
skale,Savinjska,2016,Feb,13.0,4.0,11.0,14.0
sostanj,Savinjska,2016,Feb,17.0,0.0,,
sv. mohor,Savinjska,2016,Feb,,4.0,7.0,6.0
topolsica,Savinjska,2016,Feb,,4.0,,
trbovlje,Zasavska,2016,Feb,26.0,8.0,21.0,37.0
velenje,Savinjska,2016,Feb,20.0,4.0,,
veliki vrh,Savinjska,2016,Feb,,4.0,,
vnajnarje,Osrednjeslovenska,2016,Feb,10.0,3.0,8.0,5.0
zagorje,Zasavska,2016,Feb,26.0,5.0,29.0,60.0
zavodnje,Savinjska,2016,Feb,,0.0,4.0,6.0
zelena trava,Zasavska,2016,Feb,,,13.0,15.0
zerjav,Koroška,2016,Feb,21.0,,,
amp gaji,Savinjska,2016,Mar,24.0,4.0,14.0,25.0
celje,Savinjska,2016,Mar,32.0,6.0,27.0,46.0
dobovec,Zasavska,2016,Mar,,7.0,2.0,2.0
gorenje polje,Goriška,2016,Mar,20.0,,,
graska gora,Koroška,2016,Mar,,2.0,,
hrastnik,Zasavska,2016,Mar,21.0,7.0,,
iskrba,Jugovzhodna Slovenija,2016,Mar,11.0,0.4,3.0,
koper,Obalno-kraška,2016,Mar,18.0,,16.0,20.0
kovk,Zasavska,2016,Mar,,4.0,8.0,10.0
kranj,Gorenjska,2016,Mar,23.0,,,
kum,Zasavska,2016,Mar,,3.0,,
lj bezigrad,Osrednjeslovenska,2016,Mar,20.0,7.0,28.0,41.0
lj biotehniska,Osrednjeslovenska,2016,Mar,25.0,,,
lj center,Osrednjeslovenska,2016,Mar,36.0,1.0,35.0,64.0
maribor,Podravska,2016,Mar,23.0,,29.0,58.0
mb vrbanski,Podravska,2016,Mar,17.0,,,
miklavz,Podravska,2016,Mar,25.0,,,
morsko,Goriška,2016,Mar,17.0,,,
ms rakican,Pomurska,2016,Mar,23.0,,7.0,10.0
nova gorica,Goriška,2016,Mar,22.0,,20.0,32.0
novo mesto,Jugovzhodna Slovenija,2016,Mar,26.0,,,
pesje,Posavska,2016,Mar,22.0,10.0,,
prapretno,Zasavska,2016,Mar,16.0,,,
ravenska vas,Zasavska,2016,Mar,,8.0,,
skale,Savinjska,2016,Mar,14.0,4.0,10.0,12.0
sostanj,Savinjska,2016,Mar,18.0,1.0,,
sv. mohor,Savinjska,2016,Mar,,4.0,5.0,5.0
topolsica,Savinjska,2016,Mar,,2.0,,
trbovlje,Zasavska,2016,Mar,28.0,6.0,19.0,31.0
velenje,Savinjska,2016,Mar,19.0,3.0,,
veliki vrh,Savinjska,2016,Mar,,4.0,,
vnajnarje,Osrednjeslovenska,2016,Mar,13.0,2.0,9.0,9.0
zagorje,Zasavska,2016,Mar,27.0,7.0,28.0,52.0
zavodnje,Savinjska,2016,Mar,,0.0,5.0,5.0
zelena trava,Zasavska,2016,Mar,,,12.0,15.0
zerjav,Koroška,2016,Mar,21.0,,,
amp gaji,Savinjska,2016,Apr,21.0,5.0,12.0,20.0
celje,Savinjska,2016,Apr,24.0,6.0,21.0,33.0
dobovec,Zasavska,2016,Apr,,7.0,1.0,2.0
gorenje polje,Goriška,2016,Apr,15.0,,,
graska gora,Koroška,2016,Apr,,3.0,,
hrastnik,Zasavska,2016,Apr,17.0,4.0,,
iskrba,Jugovzhodna Slovenija,2016,Apr,11.0,0.4,1.0,
koper,Obalno-kraška,2016,Apr,18.0,,13.0,16.0
kovk,Zasavska,2016,Apr,,5.0,5.0,7.0
kranj,Gorenjska,2016,Apr,19.0,,,
kum,Zasavska,2016,Apr,,5.0,,
lj bezigrad,Osrednjeslovenska,2016,Apr,18.0,7.0,22.0,29.0
lj biotehniska,Osrednjeslovenska,2016,Apr,20.0,,,
lj center,Osrednjeslovenska,2016,Apr,34.0,2.0,30.0,48.0
maribor,Podravska,2016,Apr,23.0,,21.0,43.0
mb vrbanski,Podravska,2016,Apr,16.0,,,
miklavz,Podravska,2016,Apr,19.0,,,
morsko,Goriška,2016,Apr,14.0,,,
ms rakican,Pomurska,2016,Apr,18.0,,9.0,24.0
nova gorica,Goriška,2016,Apr,17.0,,16.0,25.0
novo mesto,Jugovzhodna Slovenija,2016,Apr,18.0,,,
pesje,Posavska,2016,Apr,21.0,5.0,,
prapretno,Zasavska,2016,Apr,18.0,,,
ravenska vas,Zasavska,2016,Apr,,5.0,,
skale,Savinjska,2016,Apr,16.0,4.0,7.0,10.0
sostanj,Savinjska,2016,Apr,16.0,2.0,,
sv. mohor,Savinjska,2016,Apr,,4.0,2.0,3.0
topolsica,Savinjska,2016,Apr,,2.0,,
trbovlje,Zasavska,2016,Apr,19.0,4.0,16.0,26.0
velenje,Savinjska,2016,Apr,17.0,3.0,,
veliki vrh,Savinjska,2016,Apr,,5.0,,
vnajnarje,Osrednjeslovenska,2016,Apr,21.0,0.0,7.0,8.0
zagorje,Zasavska,2016,Apr,19.0,4.0,23.0,42.0
zavodnje,Savinjska,2016,Apr,,2.0,4.0,5.0
zelena trava,Zasavska,2016,Apr,,,6.0,10.0
zerjav,Koroška,2016,Apr,24.0,,,
amp gaji,Savinjska,2016,Maj,16.0,5.0,11.0,15.0
celje,Savinjska,2016,Maj,18.0,8.0,18.0,26.0
dobovec,Zasavska,2016,Maj,,7.0,1.0,1.0
gorenje polje,Goriška,2016,Maj,10.0,,,
graska gora,Koroška,2016,Maj,,2.0,,
hrastnik,Zasavska,2016,Maj,14.0,4.0,,
iskrba,Jugovzhodna Slovenija,2016,Maj,10.0,0.3,1.0,
koper,Obalno-kraška,2016,Maj,13.0,,10.0,11.0
kovk,Zasavska,2016,Maj,,6.0,5.0,7.0
kranj,Gorenjska,2016,Maj,13.0,,,
kum,Zasavska,2016,Maj,,6.0,,
lj bezigrad,Osrednjeslovenska,2016,Maj,13.0,8.0,21.0,28.0
lj biotehniska,Osrednjeslovenska,2016,Maj,15.0,,,
lj center,Osrednjeslovenska,2016,Maj,27.0,1.0,34.0,55.0
maribor,Podravska,2016,Maj,21.0,,20.0,42.0
mb vrbanski,Podravska,2016,Maj,12.0,,,
miklavz,Podravska,2016,Maj,15.0,,,
morsko,Goriška,2016,Maj,10.0,,,
ms rakican,Pomurska,2016,Maj,14.0,,8.0,11.0
nova gorica,Goriška,2016,Maj,11.0,,13.0,19.0
novo mesto,Jugovzhodna Slovenija,2016,Maj,14.0,,,
pesje,Posavska,2016,Maj,22.0,4.0,,
prapretno,Zasavska,2016,Maj,14.0,,,
ravenska vas,Zasavska,2016,Maj,,9.0,,
skale,Savinjska,2016,Maj,13.0,4.0,5.0,6.0
sostanj,Savinjska,2016,Maj,12.0,1.0,,
sv. mohor,Savinjska,2016,Maj,,0.0,2.0,2.0
topolsica,Savinjska,2016,Maj,,1.0,,
trbovlje,Zasavska,2016,Maj,15.0,8.0,14.0,24.0
velenje,Savinjska,2016,Maj,12.0,3.0,,
veliki vrh,Savinjska,2016,Maj,,2.0,,
vnajnarje,Osrednjeslovenska,2016,Maj,14.0,2.0,6.0,7.0
zagorje,Zasavska,2016,Maj,19.0,7.0,21.0,37.0
zavodnje,Savinjska,2016,Maj,,1.0,3.0,4.0
zelena trava,Zasavska,2016,Maj,,,7.0,10.0
zerjav,Koroška,2016,Maj,18.0,,,
amp gaji,Savinjska,2016,Jun,19.0,4.0,8.0,12.0
celje,Savinjska,2016,Jun,17.0,5.0,13.0,18.0
dobovec,Zasavska,2016,Jun,,10.0,0.0,1.0
gorenje polje,Goriška,2016,Jun,14.0,,,
graska gora,Koroška,2016,Jun,,4.0,,
hrastnik,Zasavska,2016,Jun,14.0,5.0,,
iskrba,Jugovzhodna Slovenija,2016,Jun,12.0,0.2,1.0,
koper,Obalno-kraška,2016,Jun,15.0,,11.0,13.0
kovk,Zasavska,2016,Jun,,8.0,4.0,5.0
kranj,Gorenjska,2016,Jun,14.0,,,
kum,Zasavska,2016,Jun,,6.0,,
lj bezigrad,Osrednjeslovenska,2016,Jun,14.0,6.0,19.0,24.0
lj biotehniska,Osrednjeslovenska,2016,Jun,16.0,,,
lj center,Osrednjeslovenska,2016,Jun,26.0,2.0,25.0,36.0
maribor,Podravska,2016,Jun,21.0,,,42.0
mb vrbanski,Podravska,2016,Jun,15.0,,,
miklavz,Podravska,2016,Jun,16.0,,,
morsko,Goriška,2016,Jun,13.0,,,
ms rakican,Pomurska,2016,Jun,14.0,,8.0,9.0
nova gorica,Goriška,2016,Jun,13.0,,12.0,20.0
novo mesto,Jugovzhodna Slovenija,2016,Jun,13.0,,,
pesje,Posavska,2016,Jun,24.0,4.0,,
prapretno,Zasavska,2016,Jun,15.0,,,
ravenska vas,Zasavska,2016,Jun,,8.0,,
skale,Savinjska,2016,Jun,13.0,4.0,4.0,5.0
sostanj,Savinjska,2016,Jun,10.0,2.0,,
sv. mohor,Savinjska,2016,Jun,,0.0,2.0,2.0
topolsica,Savinjska,2016,Jun,,2.0,,
trbovlje,Zasavska,2016,Jun,14.0,4.0,12.0,21.0
velenje,Savinjska,2016,Jun,12.0,4.0,,
veliki vrh,Savinjska,2016,Jun,,2.0,,
vnajnarje,Osrednjeslovenska,2016,Jun,16.0,1.0,6.0,6.0
zagorje,Zasavska,2016,Jun,14.0,3.0,17.0,32.0
zavodnje,Savinjska,2016,Jun,,2.0,3.0,3.0
zelena trava,Zasavska,2016,Jun,,,,
zerjav,Koroška,2016,Jun,18.0,,,
amp gaji,Savinjska,2016,Jul,13.0,2.0,7.0,14.0
celje,Savinjska,2016,Jul,16.0,3.0,11.0,14.0
dobovec,Zasavska,2016,Jul,,12.0,0.0,1.0
gorenje polje,Goriška,2016,Jul,15.0,,,
graska gora,Koroška,2016,Jul,,5.0,,
hrastnik,Zasavska,2016,Jul,15.0,7.0,,
iskrba,Jugovzhodna Slovenija,2016,Jul,13.0,0.3,1.0,
koper,Obalno-kraška,2016,Jul,16.0,,12.0,11.0
kovk,Zasavska,2016,Jul,,9.0,3.0,4.0
kranj,Gorenjska,2016,Jul,14.0,,,
kum,Zasavska,2016,Jul,,5.0,,
lj bezigrad,Osrednjeslovenska,2016,Jul,14.0,5.0,17.0,28.0
lj biotehniska,Osrednjeslovenska,2016,Jul,17.0,,,
lj center,Osrednjeslovenska,2016,Jul,29.0,1.0,25.0,36.0
maribor,Podravska,2016,Jul,18.0,,19.0,32.0
mb vrbanski,Podravska,2016,Jul,16.0,,,
miklavz,Podravska,2016,Jul,18.0,,,
morsko,Goriška,2016,Jul,13.0,,,
ms rakican,Pomurska,2016,Jul,14.0,,6.0,18.0
nova gorica,Goriška,2016,Jul,14.0,,19.0,25.0
novo mesto,Jugovzhodna Slovenija,2016,Jul,15.0,,,
pesje,Posavska,2016,Jul,14.0,5.0,,
prapretno,Zasavska,2016,Jul,18.0,,,
ravenska vas,Zasavska,2016,Jul,,6.0,,
skale,Savinjska,2016,Jul,13.0,4.0,5.0,6.0
sostanj,Savinjska,2016,Jul,15.0,3.0,,
sv. mohor,Savinjska,2016,Jul,,5.0,4.0,3.0
topolsica,Savinjska,2016,Jul,,3.0,,
trbovlje,Zasavska,2016,Jul,15.0,7.0,11.0,19.0
velenje,Savinjska,2016,Jul,14.0,4.0,,
veliki vrh,Savinjska,2016,Jul,,4.0,,
vnajnarje,Osrednjeslovenska,2016,Jul,19.0,2.0,6.0,5.0
zagorje,Zasavska,2016,Jul,14.0,4.0,15.0,27.0
zavodnje,Savinjska,2016,Jul,,4.0,4.0,4.0
zelena trava,Zasavska,2016,Jul,,,,
zerjav,Koroška,2016,Jul,15.0,,,
amp gaji,Savinjska,2016,Avg,13.0,3.0,6.0,18.0
celje,Savinjska,2016,Avg,16.0,4.0,11.0,15.0
dobovec,Zasavska,2016,Avg,,6.0,0.0,0.0
gorenje polje,Goriška,2016,Avg,11.0,,,
graska gora,Koroška,2016,Avg,,3.0,,
hrastnik,Zasavska,2016,Avg,13.0,7.0,,
iskrba,Jugovzhodna Slovenija,2016,Avg,12.0,0.2,1.0,
koper,Obalno-kraška,2016,Avg,14.0,,9.0,23.0
kovk,Zasavska,2016,Avg,,4.0,3.0,3.0
kranj,Gorenjska,2016,Avg,13.0,,,
kum,Zasavska,2016,Avg,,3.0,,
lj bezigrad,Osrednjeslovenska,2016,Avg,13.0,4.0,17.0,26.0
lj biotehniska,Osrednjeslovenska,2016,Avg,15.0,,,
lj center,Osrednjeslovenska,2016,Avg,27.0,3.0,22.0,38.0
maribor,Podravska,2016,Avg,17.0,,20.0,35.0
mb vrbanski,Podravska,2016,Avg,12.0,,,
miklavz,Podravska,2016,Avg,15.0,,,
morsko,Goriška,2016,Avg,10.0,,,
ms rakican,Pomurska,2016,Avg,13.0,,11.0,13.0
nova gorica,Goriška,2016,Avg,12.0,,17.0,24.0
novo mesto,Jugovzhodna Slovenija,2016,Avg,14.0,,,
pesje,Posavska,2016,Avg,12.0,6.0,,
prapretno,Zasavska,2016,Avg,17.0,,,
ravenska vas,Zasavska,2016,Avg,,4.0,,
skale,Savinjska,2016,Avg,13.0,6.0,4.0,4.0
sostanj,Savinjska,2016,Avg,15.0,1.0,,
sv. mohor,Savinjska,2016,Avg,,5.0,3.0,2.0
topolsica,Savinjska,2016,Avg,,4.0,,
trbovlje,Zasavska,2016,Avg,13.0,7.0,12.0,21.0
velenje,Savinjska,2016,Avg,13.0,5.0,,
veliki vrh,Savinjska,2016,Avg,,1.0,,
vnajnarje,Osrednjeslovenska,2016,Avg,16.0,3.0,5.0,8.0
zagorje,Zasavska,2016,Avg,13.0,2.0,14.0,27.0
zavodnje,Savinjska,2016,Avg,,4.0,4.0,4.0
zelena trava,Zasavska,2016,Avg,,,,
zerjav,Koroška,2016,Avg,15.0,,,
amp gaji,Savinjska,2016,Sep,21.0,4.0,8.0,25.0
celje,Savinjska,2016,Sep,22.0,6.0,13.0,20.0
dobovec,Zasavska,2016,Sep,,11.0,1.0,1.0
gorenje polje,Goriška,2016,Sep,15.0,,,
graska gora,Koroška,2016,Sep,,4.0,,
hrastnik,Zasavska,2016,Sep,19.0,6.0,,
iskrba,Jugovzhodna Slovenija,2016,Sep,14.0,0.4,1.0,
koper,Obalno-kraška,2016,Sep,17.0,,7.0,20.0
kovk,Zasavska,2016,Sep,,7.0,4.0,5.0
kranj,Gorenjska,2016,Sep,19.0,,,
kum,Zasavska,2016,Sep,,2.0,,
lj bezigrad,Osrednjeslovenska,2016,Sep,19.0,3.0,27.0,39.0
lj biotehniska,Osrednjeslovenska,2016,Sep,20.0,,,
lj center,Osrednjeslovenska,2016,Sep,34.0,2.0,27.0,58.0
maribor,Podravska,2016,Sep,23.0,,17.0,33.0
mb vrbanski,Podravska,2016,Sep,15.0,,,
miklavz,Podravska,2016,Sep,19.0,,,
morsko,Goriška,2016,Sep,14.0,,,
ms rakican,Pomurska,2016,Sep,20.0,,14.0,19.0
nova gorica,Goriška,2016,Sep,18.0,,23.0,36.0
novo mesto,Jugovzhodna Slovenija,2016,Sep,19.0,,,
pesje,Posavska,2016,Sep,18.0,3.0,,
prapretno,Zasavska,2016,Sep,21.0,,,
ravenska vas,Zasavska,2016,Sep,,6.0,,
skale,Savinjska,2016,Sep,17.0,6.0,6.0,8.0
sostanj,Savinjska,2016,Sep,22.0,3.0,,
sv. mohor,Savinjska,2016,Sep,,4.0,5.0,5.0
topolsica,Savinjska,2016,Sep,,5.0,,
trbovlje,Zasavska,2016,Sep,18.0,11.0,15.0,28.0
velenje,Savinjska,2016,Sep,19.0,1.0,,
veliki vrh,Savinjska,2016,Sep,,4.0,,
vnajnarje,Osrednjeslovenska,2016,Sep,23.0,3.0,9.0,11.0
zagorje,Zasavska,2016,Sep,18.0,3.0,21.0,34.0
zavodnje,Savinjska,2016,Sep,,4.0,5.0,6.0
zelena trava,Zasavska,2016,Sep,,,,
zerjav,Koroška,2016,Sep,19.0,,,
amp gaji,Savinjska,2016,Okt,20.0,4.0,17.0,34.0
celje,Savinjska,2016,Okt,23.0,9.0,13.0,23.0
dobovec,Zasavska,2016,Okt,,6.0,1.0,1.0
gorenje polje,Goriška,2016,Okt,10.0,,,
graska gora,Koroška,2016,Okt,,4.0,,
hrastnik,Zasavska,2016,Okt,17.0,6.0,,
iskrba,Jugovzhodna Slovenija,2016,Okt,9.0,0.1,2.0,
koper,Obalno-kraška,2016,Okt,13.0,,12.0,20.0
kovk,Zasavska,2016,Okt,,5.0,7.0,8.0
kranj,Gorenjska,2016,Okt,20.0,,,
kum,Zasavska,2016,Okt,,6.0,,
lj bezigrad,Osrednjeslovenska,2016,Okt,18.0,3.0,28.0,53.0
lj biotehniska,Osrednjeslovenska,2016,Okt,20.0,,,
lj center,Osrednjeslovenska,2016,Okt,33.0,1.0,23.0,68.0
maribor,Podravska,2016,Okt,23.0,,18.0,42.0
mb vrbanski,Podravska,2016,Okt,15.0,,,
miklavz,Podravska,2016,Okt,23.0,,,
morsko,Goriška,2016,Okt,9.0,,,
ms rakican,Pomurska,2016,Okt,21.0,,15.0,23.0
nova gorica,Goriška,2016,Okt,15.0,,26.0,57.0
novo mesto,Jugovzhodna Slovenija,2016,Okt,21.0,,,
pesje,Posavska,2016,Okt,26.0,5.0,,
prapretno,Zasavska,2016,Okt,15.0,,,
ravenska vas,Zasavska,2016,Okt,,5.0,,
skale,Savinjska,2016,Okt,13.0,7.0,6.0,7.0
sostanj,Savinjska,2016,Okt,18.0,3.0,,
sv. mohor,Savinjska,2016,Okt,,3.0,6.0,8.0
topolsica,Savinjska,2016,Okt,,5.0,,
trbovlje,Zasavska,2016,Okt,21.0,7.0,18.0,39.0
velenje,Savinjska,2016,Okt,15.0,4.0,,
veliki vrh,Savinjska,2016,Okt,,2.0,,
vnajnarje,Osrednjeslovenska,2016,Okt,13.0,5.0,11.0,13.0
zagorje,Zasavska,2016,Okt,24.0,4.0,23.0,45.0
zavodnje,Savinjska,2016,Okt,,2.0,6.0,7.0
zelena trava,Zasavska,2016,Okt,,,,
zerjav,Koroška,2016,Okt,15.0,,,
amp gaji,Savinjska,2016,Nov,31.0,5.0,24.0,56.0
celje,Savinjska,2016,Nov,36.0,5.0,20.0,42.0
dobovec,Zasavska,2016,Nov,,4.0,1.0,2.0
gorenje polje,Goriška,2016,Nov,20.0,,,
graska gora,Koroška,2016,Nov,,5.0,,
hrastnik,Zasavska,2016,Nov,23.0,6.0,,
iskrba,Jugovzhodna Slovenija,2016,Nov,10.0,0.2,2.0,
koper,Obalno-kraška,2016,Nov,19.0,,15.0,19.0
kovk,Zasavska,2016,Nov,,5.0,9.0,10.0
kranj,Gorenjska,2016,Nov,26.0,,,
kum,Zasavska,2016,Nov,,7.0,,
lj bezigrad,Osrednjeslovenska,2016,Nov,24.0,9.0,35.0,72.0
lj biotehniska,Osrednjeslovenska,2016,Nov,27.0,,,
lj center,Osrednjeslovenska,2016,Nov,36.0,1.0,28.0,85.0
maribor,Podravska,2016,Nov,29.0,,32.0,74.0
mb vrbanski,Podravska,2016,Nov,21.0,,,
miklavz,Podravska,2016,Nov,33.0,,,
morsko,Goriška,2016,Nov,17.0,,,
ms rakican,Pomurska,2016,Nov,34.0,,13.0,19.0
nova gorica,Goriška,2016,Nov,25.0,,35.0,68.0
novo mesto,Jugovzhodna Slovenija,2016,Nov,31.0,,,
pesje,Posavska,2016,Nov,27.0,7.0,,
prapretno,Zasavska,2016,Nov,18.0,,,
ravenska vas,Zasavska,2016,Nov,,5.0,,
skale,Savinjska,2016,Nov,15.0,7.0,9.0,11.0
sostanj,Savinjska,2016,Nov,21.0,3.0,,
sv. mohor,Savinjska,2016,Nov,,4.0,9.0,11.0
topolsica,Savinjska,2016,Nov,,4.0,,
trbovlje,Zasavska,2016,Nov,27.0,9.0,22.0,48.0
velenje,Savinjska,2016,Nov,19.0,5.0,,
veliki vrh,Savinjska,2016,Nov,,1.0,,
vnajnarje,Osrednjeslovenska,2016,Nov,13.0,3.0,13.0,12.0
zagorje,Zasavska,2016,Nov,33.0,4.0,29.0,57.0
zavodnje,Savinjska,2016,Nov,,2.0,6.0,7.0
zelena trava,Zasavska,2016,Nov,,,,
zerjav,Koroška,2016,Nov,23.0,,,
amp gaji,Savinjska,2016,Dec,65.0,6.0,37.0,106.0
celje,Savinjska,2016,Dec,78.0,7.0,39.0,97.0
dobovec,Zasavska,2016,Dec,,9.0,1.0,0.0
gorenje polje,Goriška,2016,Dec,26.0,,,
graska gora,Koroška,2016,Dec,,4.0,,
hrastnik,Zasavska,2016,Dec,48.0,5.0,,
iskrba,Jugovzhodna Slovenija,2016,Dec,15.0,0.3,3.0,
koper,Obalno-kraška,2016,Dec,28.0,,21.0,28.0
kovk,Zasavska,2016,Dec,,4.0,3.0,5.0
kranj,Gorenjska,2016,Dec,61.0,,,
kum,Zasavska,2016,Dec,,7.0,,
lj bezigrad,Osrednjeslovenska,2016,Dec,64.0,8.0,53.0,165.0
lj biotehniska,Osrednjeslovenska,2016,Dec,62.0,,,
lj center,Osrednjeslovenska,2016,Dec,79.0,3.0,55.0,225.0
maribor,Podravska,2016,Dec,55.0,,48.0,133.0
mb vrbanski,Podravska,2016,Dec,42.0,,,
miklavz,Podravska,2016,Dec,68.0,,,
morsko,Goriška,2016,Dec,26.0,,,
ms rakican,Pomurska,2016,Dec,54.0,,20.0,35.0
nova gorica,Goriška,2016,Dec,36.0,,55.0,117.0
novo mesto,Jugovzhodna Slovenija,2016,Dec,56.0,,,
pesje,Posavska,2016,Dec,35.0,5.0,,
prapretno,Zasavska,2016,Dec,26.0,,,
ravenska vas,Zasavska,2016,Dec,,9.0,,
skale,Savinjska,2016,Dec,25.0,7.0,17.0,25.0
sostanj,Savinjska,2016,Dec,34.0,2.0,,
sv. mohor,Savinjska,2016,Dec,,4.0,18.0,21.0
topolsica,Savinjska,2016,Dec,,2.0,,
trbovlje,Zasavska,2016,Dec,63.0,6.0,33.0,83.0
velenje,Savinjska,2016,Dec,37.0,2.0,,
veliki vrh,Savinjska,2016,Dec,,2.0,,
vnajnarje,Osrednjeslovenska,2016,Dec,24.0,3.0,20.0,22.0
zagorje,Zasavska,2016,Dec,77.0,7.0,37.0,87.0
zavodnje,Savinjska,2016,Dec,,3.0,14.0,17.0
zelena trava,Zasavska,2016,Dec,,,,
zerjav,Koroška,2016,Dec,45.0,,,
ce gaji,Savinjska,2017,Jan,67.0,7.0,40.0,83.0
ce mariborska,Savinjska,2017,Jan,83.0,,,
celje,Savinjska,2017,Jan,76.0,9.0,45.0,86.0
dobovec,Zasavska,2017,Jan,,14.0,,
gorenje polje,Goriška,2017,Jan,29.0,,,
graska gora,Koroška,2017,Jan,,6.0,,
hrastnik,Zasavska,2017,Jan,51.0,9.0,,
iskrba,Jugovzhodna Slovenija,2017,Jan,22.0,1.6,3.0,
koper,Obalno-kraška,2017,Jan,25.0,,13.0,17.0
kovk,Zasavska,2017,Jan,,11.0,,
kranj,Gorenjska,2017,Jan,52.0,,,
kum,Zasavska,2017,Jan,,6.0,,
lj bezigrad,Osrednjeslovenska,2017,Jan,54.0,8.0,47.0,83.0
lj biotehniska,Osrednjeslovenska,2017,Jan,54.0,,,
lj center,Osrednjeslovenska,2017,Jan,68.0,1.0,65.0,163.0
lj gospodarsko,Osrednjeslovenska,2017,Jan,61.0,,,
maribor,Podravska,2017,Jan,67.0,,42.0,97.0
mb vrbanski,Podravska,2017,Jan,52.0,,27.0,34.0
miklavz,Podravska,2017,Jan,85.0,,,
morsko,Goriška,2017,Jan,31.0,,,
ms rakican,Pomurska,2017,Jan,73.0,,21.0,29.0
ng grcna,Goriška,2017,Jan,39.0,,,
nova gorica,Goriška,2017,Jan,37.0,,44.0,76.0
novo mesto,Jugovzhodna Slovenija,2017,Jan,69.0,,,
pesje,Posavska,2017,Jan,45.0,9.0,,
prapretno,Zasavska,2017,Jan,30.0,,,
ptuj,Podravska,2017,Jan,70.0,,,
ravenska vas,Zasavska,2017,Jan,,7.0,,
rusa,Podravska,2017,Jan,55.0,,,
skale,Savinjska,2017,Jan,33.0,10.0,13.0,21.0
sostanj,Savinjska,2017,Jan,42.0,2.0,20.0,22.0
sv. mohor,Savinjska,2017,Jan,,6.0,14.0,15.0
topolsica,Savinjska,2017,Jan,,3.0,,
trbovlje,Zasavska,2017,Jan,59.0,5.0,28.0,46.0
velenje,Savinjska,2017,Jan,48.0,3.0,,
veliki vrh,Savinjska,2017,Jan,,4.0,,
vnajnarje,Osrednjeslovenska,2017,Jan,33.0,9.0,14.0,16.0
zagorje,Zasavska,2017,Jan,69.0,8.0,37.0,60.0
zavodnje,Savinjska,2017,Jan,,3.0,13.0,18.0
zerjav,Koroška,2017,Jan,47.0,,,
ce gaji,Savinjska,2017,Feb,39.0,6.0,28.0,57.0
ce mariborska,Savinjska,2017,Feb,49.0,,,
celje,Savinjska,2017,Feb,46.0,9.0,34.0,65.0
dobovec,Zasavska,2017,Feb,,10.0,,
gorenje polje,Goriška,2017,Feb,25.0,,,
graska gora,Koroška,2017,Feb,,8.0,,
hrastnik,Zasavska,2017,Feb,35.0,6.0,,
iskrba,Jugovzhodna Slovenija,2017,Feb,15.0,0.9,2.0,
koper,Obalno-kraška,2017,Feb,29.0,,22.0,30.0
kovk,Zasavska,2017,Feb,,9.0,4.0,4.0
kranj,Gorenjska,2017,Feb,36.0,,,
kum,Zasavska,2017,Feb,,7.0,,
