Postaja,Regija,Datum,SO2,PM10,NO2
velenje,Savinjska,2007-07-31,2.0,,
veliki vrh,Savinjska,2007-07-31,16.0,,
zavodnje,Savinjska,2007-07-31,9.0,,4.0
dobovec,Zasavska,2007-07-31,5.0,,
hrastnik,Zasavska,2007-07-31,6.0,,
kovk,Zasavska,2007-07-31,10.0,,10.0
kum,Zasavska,2007-07-31,8.0,,
prapretno,Zasavska,2007-07-31,,24.0,
ravenska vas,Zasavska,2007-07-31,13.0,,
trbovlje,Zasavska,2007-07-31,2.0,28.0,21.0
zagorje,Zasavska,2007-07-31,3.0,26.0,
gorenje polje,Goriška,2007-08-31,,15.0,
morsko,Goriška,2007-08-31,,15.0,
nova gorica,Goriška,2007-08-31,6.0,25.0,18.0
iskrba,Jugovzhodna Slovenija,2007-08-31,,16.0,
graska gora,Koroška,2007-08-31,3.0,,
koper,Obalno-kraška,2007-08-31,,25.0,
ljubljana b.,Osrednjeslovenska,2007-08-31,1.0,,
ljubljana bez.,Osrednjeslovenska,2007-08-31,,21.0,
ljubljana bezigrad,Osrednjeslovenska,2007-08-31,,,19.0
oms lj. (vnajnarje),Osrednjeslovenska,2007-08-31,2.0,,
vnajnarje,Osrednjeslovenska,2007-08-31,,16.0,3.0
maribor,Podravska,2007-08-31,3.0,28.0,29.0
murska s.-rakican,Pomurska,2007-08-31,7.0,21.0,13.0
pesje,Posavska,2007-08-31,4.0,19.0,
celje,Savinjska,2007-08-31,5.0,20.0,17.0
eis celje,Savinjska,2007-08-31,,,
eis teb (sv.mohor),Savinjska,2007-08-31,17.0,,7.0
skale,Savinjska,2007-08-31,0.0,31.0,4.0
sostanj,Savinjska,2007-08-31,7.0,,
topolsica,Savinjska,2007-08-31,2.0,,
velenje,Savinjska,2007-08-31,1.0,,
veliki vrh,Savinjska,2007-08-31,12.0,,
zavodnje,Savinjska,2007-08-31,3.0,,1.0
dobovec,Zasavska,2007-08-31,9.0,,
hrastnik,Zasavska,2007-08-31,5.0,,
kovk,Zasavska,2007-08-31,8.0,,11.0
kum,Zasavska,2007-08-31,8.0,,
prapretno,Zasavska,2007-08-31,,21.0,
ravenska vas,Zasavska,2007-08-31,8.0,,
trbovlje,Zasavska,2007-08-31,1.0,22.0,17.0
zagorje,Zasavska,2007-08-31,3.0,25.0,
gorenje polje,Goriška,2007-09-30,,,
morsko,Goriška,2007-09-30,,12.0,
nova gorica,Goriška,2007-09-30,6.0,33.0,19.0
iskrba,Jugovzhodna Slovenija,2007-09-30,,13.0,
graska gora,Koroška,2007-09-30,3.0,,
koper,Obalno-kraška,2007-09-30,,20.0,
ljubljana b.,Osrednjeslovenska,2007-09-30,3.0,,
ljubljana bez.,Osrednjeslovenska,2007-09-30,,21.0,
ljubljana bezigrad,Osrednjeslovenska,2007-09-30,,,26.0
oms lj. (vnajnarje),Osrednjeslovenska,2007-09-30,4.0,,
vnajnarje,Osrednjeslovenska,2007-09-30,,16.0,3.0
maribor,Podravska,2007-09-30,3.0,34.0,33.0
murska s.-rakican,Pomurska,2007-09-30,4.0,22.0,13.0
pesje,Posavska,2007-09-30,5.0,19.0,
celje,Savinjska,2007-09-30,5.0,21.0,22.0
eis celje,Savinjska,2007-09-30,,,
eis teb (sv.mohor),Savinjska,2007-09-30,5.0,,5.0
skale,Savinjska,2007-09-30,1.0,27.0,2.0
sostanj,Savinjska,2007-09-30,5.0,,
topolsica,Savinjska,2007-09-30,1.0,,
velenje,Savinjska,2007-09-30,1.0,,
veliki vrh,Savinjska,2007-09-30,6.0,,
zavodnje,Savinjska,2007-09-30,4.0,,2.0
dobovec,Zasavska,2007-09-30,9.0,,
hrastnik,Zasavska,2007-09-30,5.0,,
kovk,Zasavska,2007-09-30,10.0,,7.0
kum,Zasavska,2007-09-30,3.0,,
prapretno,Zasavska,2007-09-30,,21.0,
ravenska vas,Zasavska,2007-09-30,9.0,,
trbovlje,Zasavska,2007-09-30,2.0,22.0,20.0
zagorje,Zasavska,2007-09-30,5.0,23.0,
gorenje polje,Goriška,2007-10-31,,,
morsko,Goriška,2007-10-31,,22.0,
nova gorica,Goriška,2007-10-31,5.0,32.0,28.0
iskrba,Jugovzhodna Slovenija,2007-10-31,,16.0,
graska gora,Koroška,2007-10-31,2.0,,
koper,Obalno-kraška,2007-10-31,,32.0,
ljubljana b.,Osrednjeslovenska,2007-10-31,4.0,,
ljubljana bez.,Osrednjeslovenska,2007-10-31,,32.0,
ljubljana bezigrad,Osrednjeslovenska,2007-10-31,,,31.0
oms lj. (vnajnarje),Osrednjeslovenska,2007-10-31,4.0,,
vnajnarje,Osrednjeslovenska,2007-10-31,,23.0,4.0
maribor,Podravska,2007-10-31,4.0,43.0,34.0
murska s.-rakican,Pomurska,2007-10-31,4.0,31.0,16.0
pesje,Posavska,2007-10-31,5.0,24.0,
celje,Savinjska,2007-10-31,5.0,32.0,25.0
eis celje,Savinjska,2007-10-31,,,
eis teb (sv.mohor),Savinjska,2007-10-31,3.0,,4.0
skale,Savinjska,2007-10-31,0.0,30.0,1.0
sostanj,Savinjska,2007-10-31,2.0,,
topolsica,Savinjska,2007-10-31,2.0,,
velenje,Savinjska,2007-10-31,3.0,,
veliki vrh,Savinjska,2007-10-31,11.0,,
zavodnje,Savinjska,2007-10-31,4.0,,4.0
dobovec,Zasavska,2007-10-31,8.0,,
hrastnik,Zasavska,2007-10-31,8.0,,
kovk,Zasavska,2007-10-31,6.0,,12.0
kum,Zasavska,2007-10-31,8.0,,
prapretno,Zasavska,2007-10-31,,32.0,
ravenska vas,Zasavska,2007-10-31,9.0,,
trbovlje,Zasavska,2007-10-31,2.0,41.0,22.0
zagorje,Zasavska,2007-10-31,4.0,42.0,
gorenje polje,Goriška,2007-11-30,,,
morsko,Goriška,2007-11-30,,27.0,
nova gorica,Goriška,2007-11-30,9.0,32.0,33.0
iskrba,Jugovzhodna Slovenija,2007-11-30,,12.0,
graska gora,Koroška,2007-11-30,4.0,,
koper,Obalno-kraška,2007-11-30,,19.0,
ljubljana b.,Osrednjeslovenska,2007-11-30,6.0,,
ljubljana bez.,Osrednjeslovenska,2007-11-30,,43.0,
ljubljana bezigrad,Osrednjeslovenska,2007-11-30,,,36.0
oms lj. (vnajnarje),Osrednjeslovenska,2007-11-30,6.0,,
vnajnarje,Osrednjeslovenska,2007-11-30,,20.0,7.0
maribor,Podravska,2007-11-30,4.0,46.0,44.0
murska s.-rakican,Pomurska,2007-11-30,6.0,32.0,22.0
pesje,Posavska,2007-11-30,5.0,22.0,
celje,Savinjska,2007-11-30,4.0,43.0,33.0
eis celje,Savinjska,2007-11-30,,,
eis teb (sv.mohor),Savinjska,2007-11-30,13.0,,2.0
skale,Savinjska,2007-11-30,3.0,30.0,0.0
sostanj,Savinjska,2007-11-30,4.0,,
topolsica,Savinjska,2007-11-30,2.0,,
velenje,Savinjska,2007-11-30,4.0,,
veliki vrh,Savinjska,2007-11-30,9.0,,
zavodnje,Savinjska,2007-11-30,5.0,,6.0
dobovec,Zasavska,2007-11-30,12.0,,
hrastnik,Zasavska,2007-11-30,7.0,,
kovk,Zasavska,2007-11-30,9.0,,15.0
kum,Zasavska,2007-11-30,13.0,,
prapretno,Zasavska,2007-11-30,,43.0,
ravenska vas,Zasavska,2007-11-30,12.0,,
trbovlje,Zasavska,2007-11-30,3.0,54.0,27.0
zagorje,Zasavska,2007-11-30,7.0,57.0,
gorenje polje,Goriška,2007-12-31,,,
morsko,Goriška,2007-12-31,,28.0,
nova gorica,Goriška,2007-12-31,13.0,37.0,34.0
iskrba,Jugovzhodna Slovenija,2007-12-31,,15.0,
graska gora,Koroška,2007-12-31,10.0,,
koper,Obalno-kraška,2007-12-31,,29.0,
ljubljana b.,Osrednjeslovenska,2007-12-31,6.0,,
ljubljana bez.,Osrednjeslovenska,2007-12-31,,59.0,
ljubljana bezigrad,Osrednjeslovenska,2007-12-31,,,37.0
oms lj. (vnajnarje),Osrednjeslovenska,2007-12-31,5.0,,
vnajnarje,Osrednjeslovenska,2007-12-31,,40.0,7.0
maribor,Podravska,2007-12-31,4.0,53.0,44.0
murska s.-rakican,Pomurska,2007-12-31,8.0,47.0,25.0
pesje,Posavska,2007-12-31,8.0,39.0,
celje,Savinjska,2007-12-31,6.0,53.0,29.0
eis celje,Savinjska,2007-12-31,,,
eis teb (sv.mohor),Savinjska,2007-12-31,16.0,,8.0
skale,Savinjska,2007-12-31,6.0,46.0,24.0
sostanj,Savinjska,2007-12-31,4.0,,
topolsica,Savinjska,2007-12-31,4.0,,
velenje,Savinjska,2007-12-31,5.0,,
veliki vrh,Savinjska,2007-12-31,14.0,,
zavodnje,Savinjska,2007-12-31,10.0,,4.0
dobovec,Zasavska,2007-12-31,17.0,,
hrastnik,Zasavska,2007-12-31,9.0,,
kovk,Zasavska,2007-12-31,12.0,,11.0
kum,Zasavska,2007-12-31,11.0,,
prapretno,Zasavska,2007-12-31,,59.0,
ravenska vas,Zasavska,2007-12-31,18.0,,
trbovlje,Zasavska,2007-12-31,5.0,55.0,27.0
zagorje,Zasavska,2007-12-31,3.0,67.0,
gorenje polje,Goriška,2008-01-31,,33.0,
morsko,Goriška,2008-01-31,,27.0,
nova gorica,Goriška,2008-01-31,11.0,36.0,33.0
iskrba,Jugovzhodna Slovenija,2008-01-31,,13.0,
graska gora,Koroška,2008-01-31,6.0,,
koper,Obalno-kraška,2008-01-31,,28.0,34.0
ljubljana b.,Osrednjeslovenska,2008-01-31,6.0,,
ljubljana bez.,Osrednjeslovenska,2008-01-31,,54.0,
ljubljana bezigrad,Osrednjeslovenska,2008-01-31,,,37.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-01-31,4.0,,
vnajnarje,Osrednjeslovenska,2008-01-31,,,9.0
maribor,Podravska,2008-01-31,5.0,50.0,42.0
mo maribor,Podravska,2008-01-31,,50.0,
murska s.-rakican,Pomurska,2008-01-31,11.0,53.0,26.0
pesje,Posavska,2008-01-31,8.0,27.0,
celje,Savinjska,2008-01-31,8.0,55.0,34.0
eis teb (sv.mohor),Savinjska,2008-01-31,,,7.0
skale,Savinjska,2008-01-31,3.0,29.0,18.0
sostanj,Savinjska,2008-01-31,5.0,,
topolsica,Savinjska,2008-01-31,3.0,,
velenje,Savinjska,2008-01-31,4.0,,
veliki vrh,Savinjska,2008-01-31,15.0,,
zavodnje,Savinjska,2008-01-31,6.0,,4.0
dobovec,Zasavska,2008-01-31,14.0,,
hrastnik,Zasavska,2008-01-31,10.0,,
kovk,Zasavska,2008-01-31,9.0,,20.0
kum,Zasavska,2008-01-31,10.0,,
prapretno,Zasavska,2008-01-31,,34.0,
ravenska vas,Zasavska,2008-01-31,22.0,,
trbovlje,Zasavska,2008-01-31,5.0,69.0,27.0
zagorje,Zasavska,2008-01-31,7.0,69.0,
gorenje polje,Goriška,2008-02-29,,71.0,
morsko,Goriška,2008-02-29,,60.0,
nova gorica,Goriška,2008-02-29,10.0,51.0,41.0
iskrba,Jugovzhodna Slovenija,2008-02-29,,17.0,
graska gora,Koroška,2008-02-29,7.0,,
koper,Obalno-kraška,2008-02-29,,41.0,39.0
ljubljana b.,Osrednjeslovenska,2008-02-29,5.0,,
ljubljana bez.,Osrednjeslovenska,2008-02-29,,48.0,
ljubljana bezigrad,Osrednjeslovenska,2008-02-29,,,33.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-02-29,6.0,,
vnajnarje,Osrednjeslovenska,2008-02-29,,,9.0
maribor,Podravska,2008-02-29,3.0,50.0,48.0
mo maribor,Podravska,2008-02-29,,51.0,
murska s.-rakican,Pomurska,2008-02-29,8.0,43.0,24.0
pesje,Posavska,2008-02-29,7.0,33.0,
celje,Savinjska,2008-02-29,5.0,49.0,36.0
eis teb (sv.mohor),Savinjska,2008-02-29,,,3.0
skale,Savinjska,2008-02-29,4.0,31.0,18.0
sostanj,Savinjska,2008-02-29,5.0,,
topolsica,Savinjska,2008-02-29,4.0,,
velenje,Savinjska,2008-02-29,4.0,,
veliki vrh,Savinjska,2008-02-29,12.0,,
zavodnje,Savinjska,2008-02-29,9.0,,7.0
dobovec,Zasavska,2008-02-29,14.0,,
hrastnik,Zasavska,2008-02-29,6.0,,
kovk,Zasavska,2008-02-29,14.0,,17.0
kum,Zasavska,2008-02-29,17.0,,
prapretno,Zasavska,2008-02-29,,42.0,
ravenska vas,Zasavska,2008-02-29,15.0,,
trbovlje,Zasavska,2008-02-29,7.0,60.0,27.0
zagorje,Zasavska,2008-02-29,7.0,64.0,
gorenje polje,Goriška,2008-03-31,,23.0,
morsko,Goriška,2008-03-31,,20.0,
nova gorica,Goriška,2008-03-31,9.0,25.0,28.0
iskrba,Jugovzhodna Slovenija,2008-03-31,,11.0,
graska gora,Koroška,2008-03-31,5.0,,
koper,Obalno-kraška,2008-03-31,,22.0,23.0
ljubljana b.,Osrednjeslovenska,2008-03-31,4.0,,
ljubljana bez.,Osrednjeslovenska,2008-03-31,,24.0,
ljubljana bezigrad,Osrednjeslovenska,2008-03-31,,,26.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-03-31,4.0,,
vnajnarje,Osrednjeslovenska,2008-03-31,,,6.0
maribor,Podravska,2008-03-31,2.0,32.0,38.0
mo maribor,Podravska,2008-03-31,,30.0,
murska s.-rakican,Pomurska,2008-03-31,6.0,23.0,17.0
pesje,Posavska,2008-03-31,7.0,16.0,
celje,Savinjska,2008-03-31,5.0,26.0,25.0
eis teb (sv.mohor),Savinjska,2008-03-31,,,2.0
skale,Savinjska,2008-03-31,5.0,17.0,11.0
sostanj,Savinjska,2008-03-31,6.0,,
topolsica,Savinjska,2008-03-31,2.0,,
velenje,Savinjska,2008-03-31,4.0,,
veliki vrh,Savinjska,2008-03-31,11.0,,
zavodnje,Savinjska,2008-03-31,3.0,,2.0
dobovec,Zasavska,2008-03-31,15.0,,
hrastnik,Zasavska,2008-03-31,6.0,,
kovk,Zasavska,2008-03-31,14.0,,12.0
kum,Zasavska,2008-03-31,23.0,,
prapretno,Zasavska,2008-03-31,,26.0,
ravenska vas,Zasavska,2008-03-31,5.0,,
trbovlje,Zasavska,2008-03-31,4.0,35.0,24.0
zagorje,Zasavska,2008-03-31,6.0,39.0,
gorenje polje,Goriška,2008-04-30,,22.0,
morsko,Goriška,2008-04-30,,17.0,
nova gorica,Goriška,2008-04-30,7.0,25.0,29.0
iskrba,Jugovzhodna Slovenija,2008-04-30,,13.0,
graska gora,Koroška,2008-04-30,6.0,,
koper,Obalno-kraška,2008-04-30,,18.0,20.0
ljubljana b.,Osrednjeslovenska,2008-04-30,2.0,,
ljubljana bez.,Osrednjeslovenska,2008-04-30,,21.0,
ljubljana bezigrad,Osrednjeslovenska,2008-04-30,,,27.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-04-30,2.0,,
vnajnarje,Osrednjeslovenska,2008-04-30,,19.0,3.0
maribor,Podravska,2008-04-30,2.0,25.0,34.0
mo maribor,Podravska,2008-04-30,,33.0,
murska s.-rakican,Pomurska,2008-04-30,5.0,21.0,15.0
pesje,Posavska,2008-04-30,7.0,17.0,
celje,Savinjska,2008-04-30,4.0,23.0,26.0
eis teb (sv.mohor),Savinjska,2008-04-30,,,1.0
skale,Savinjska,2008-04-30,4.0,17.0,6.0
sostanj,Savinjska,2008-04-30,11.0,,
topolsica,Savinjska,2008-04-30,2.0,,
velenje,Savinjska,2008-04-30,5.0,,
veliki vrh,Savinjska,2008-04-30,7.0,,
zavodnje,Savinjska,2008-04-30,2.0,,0.0
dobovec,Zasavska,2008-04-30,4.0,,
hrastnik,Zasavska,2008-04-30,6.0,,
kovk,Zasavska,2008-04-30,15.0,,11.0
kum,Zasavska,2008-04-30,12.0,,
prapretno,Zasavska,2008-04-30,,24.0,
ravenska vas,Zasavska,2008-04-30,4.0,,
trbovlje,Zasavska,2008-04-30,1.0,25.0,21.0
zagorje,Zasavska,2008-04-30,4.0,29.0,
gorenje polje,Goriška,2008-05-31,,20.0,
morsko,Goriška,2008-05-31,,18.0,
nova gorica,Goriška,2008-05-31,7.0,33.0,24.0
iskrba,Jugovzhodna Slovenija,2008-05-31,,17.0,
graska gora,Koroška,2008-05-31,6.0,,
koper,Obalno-kraška,2008-05-31,,24.0,16.0
ljubljana b.,Osrednjeslovenska,2008-05-31,1.0,,
ljubljana bez.,Osrednjeslovenska,2008-05-31,,24.0,
ljubljana bezigrad,Osrednjeslovenska,2008-05-31,,,20.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-05-31,2.0,,
vnajnarje,Osrednjeslovenska,2008-05-31,,25.0,3.0
maribor,Podravska,2008-05-31,2.0,30.0,27.0
mo maribor,Podravska,2008-05-31,,34.0,
murska s.-rakican,Pomurska,2008-05-31,7.0,24.0,11.0
pesje,Posavska,2008-05-31,9.0,24.0,
celje,Savinjska,2008-05-31,3.0,26.0,18.0
eis teb (sv.mohor),Savinjska,2008-05-31,,,1.0
skale,Savinjska,2008-05-31,5.0,24.0,6.0
sostanj,Savinjska,2008-05-31,6.0,,
topolsica,Savinjska,2008-05-31,2.0,,
velenje,Savinjska,2008-05-31,4.0,,
veliki vrh,Savinjska,2008-05-31,4.0,,
zavodnje,Savinjska,2008-05-31,2.0,,1.0
dobovec,Zasavska,2008-05-31,0.0,,
hrastnik,Zasavska,2008-05-31,4.0,,
kovk,Zasavska,2008-05-31,7.0,,10.0
kum,Zasavska,2008-05-31,4.0,,
prapretno,Zasavska,2008-05-31,,33.0,
ravenska vas,Zasavska,2008-05-31,0.0,,
trbovlje,Zasavska,2008-05-31,0.0,19.0,16.0
zagorje,Zasavska,2008-05-31,5.0,28.0,
gorenje polje,Goriška,2008-06-30,,17.0,
morsko,Goriška,2008-06-30,,17.0,
nova gorica,Goriška,2008-06-30,9.0,29.0,24.0
iskrba,Jugovzhodna Slovenija,2008-06-30,,15.0,
graska gora,Koroška,2008-06-30,3.0,,
koper,Obalno-kraška,2008-06-30,,21.0,14.0
ljubljana b.,Osrednjeslovenska,2008-06-30,1.0,,
ljubljana bez.,Osrednjeslovenska,2008-06-30,,22.0,
ljubljana bezigrad,Osrednjeslovenska,2008-06-30,,,16.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-06-30,2.0,,
vnajnarje,Osrednjeslovenska,2008-06-30,,25.0,2.0
maribor,Podravska,2008-06-30,1.0,28.0,28.0
mo maribor,Podravska,2008-06-30,,30.0,
murska s.-rakican,Pomurska,2008-06-30,8.0,22.0,10.0
pesje,Posavska,2008-06-30,9.0,17.0,
celje,Savinjska,2008-06-30,2.0,20.0,14.0
eis teb (sv.mohor),Savinjska,2008-06-30,,,3.0
skale,Savinjska,2008-06-30,1.0,19.0,5.0
sostanj,Savinjska,2008-06-30,4.0,,
topolsica,Savinjska,2008-06-30,2.0,,
velenje,Savinjska,2008-06-30,6.0,,
veliki vrh,Savinjska,2008-06-30,6.0,,
zavodnje,Savinjska,2008-06-30,1.0,,2.0
dobovec,Zasavska,2008-06-30,6.0,,
hrastnik,Zasavska,2008-06-30,1.0,,
kovk,Zasavska,2008-06-30,13.0,,7.0
kum,Zasavska,2008-06-30,7.0,,
prapretno,Zasavska,2008-06-30,,26.0,
ravenska vas,Zasavska,2008-06-30,2.0,,
trbovlje,Zasavska,2008-06-30,0.0,21.0,21.0
zagorje,Zasavska,2008-06-30,1.0,31.0,
gorenje polje,Goriška,2008-07-31,,16.0,
morsko,Goriška,2008-07-31,,15.0,
nova gorica,Goriška,2008-07-31,9.0,31.0,20.0
iskrba,Jugovzhodna Slovenija,2008-07-31,,17.0,
graska gora,Koroška,2008-07-31,3.0,,
koper,Obalno-kraška,2008-07-31,,0.0,14.0
ljubljana b.,Osrednjeslovenska,2008-07-31,0.0,,
ljubljana bez.,Osrednjeslovenska,2008-07-31,,20.0,
ljubljana bezigrad,Osrednjeslovenska,2008-07-31,,,22.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-07-31,2.0,,
vnajnarje,Osrednjeslovenska,2008-07-31,,22.0,1.0
maribor,Podravska,2008-07-31,1.0,27.0,26.0
mo maribor,Podravska,2008-07-31,,27.0,
murska s.-rakican,Pomurska,2008-07-31,5.0,21.0,11.0
pesje,Posavska,2008-07-31,11.0,17.0,
celje,Savinjska,2008-07-31,2.0,18.0,15.0
eis teb (sv.mohor),Savinjska,2008-07-31,,,7.0
skale,Savinjska,2008-07-31,1.0,18.0,5.0
sostanj,Savinjska,2008-07-31,9.0,,
topolsica,Savinjska,2008-07-31,2.0,,
velenje,Savinjska,2008-07-31,6.0,,
veliki vrh,Savinjska,2008-07-31,6.0,,
zavodnje,Savinjska,2008-07-31,1.0,,4.0
dobovec,Zasavska,2008-07-31,9.0,,
hrastnik,Zasavska,2008-07-31,4.0,,
kovk,Zasavska,2008-07-31,11.0,,10.0
kum,Zasavska,2008-07-31,7.0,,
prapretno,Zasavska,2008-07-31,,28.0,
ravenska vas,Zasavska,2008-07-31,13.0,,
trbovlje,Zasavska,2008-07-31,0.0,22.0,20.0
zagorje,Zasavska,2008-07-31,1.0,28.0,
gorenje polje,Goriška,2008-08-31,,16.0,
morsko,Goriška,2008-08-31,,15.0,
nova gorica,Goriška,2008-08-31,8.0,29.0,22.0
iskrba,Jugovzhodna Slovenija,2008-08-31,,17.0,
graska gora,Koroška,2008-08-31,3.0,,
koper,Obalno-kraška,2008-08-31,,0.0,14.0
ljubljana b.,Osrednjeslovenska,2008-08-31,1.0,,
ljubljana bez.,Osrednjeslovenska,2008-08-31,,21.0,
ljubljana bezigrad,Osrednjeslovenska,2008-08-31,,,23.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-08-31,2.0,,
vnajnarje,Osrednjeslovenska,2008-08-31,,27.0,3.0
maribor,Podravska,2008-08-31,1.0,25.0,25.0
mo maribor,Podravska,2008-08-31,,27.0,
murska s.-rakican,Pomurska,2008-08-31,4.0,19.0,10.0
pesje,Posavska,2008-08-31,3.0,16.0,
celje,Savinjska,2008-08-31,3.0,19.0,13.0
eis teb (sv.mohor),Savinjska,2008-08-31,,,7.0
skale,Savinjska,2008-08-31,1.0,19.0,4.0
sostanj,Savinjska,2008-08-31,5.0,,
topolsica,Savinjska,2008-08-31,2.0,,
velenje,Savinjska,2008-08-31,9.0,,
veliki vrh,Savinjska,2008-08-31,7.0,,
zavodnje,Savinjska,2008-08-31,2.0,,1.0
dobovec,Zasavska,2008-08-31,9.0,,
hrastnik,Zasavska,2008-08-31,3.0,,
kovk,Zasavska,2008-08-31,11.0,,11.0
kum,Zasavska,2008-08-31,7.0,,
prapretno,Zasavska,2008-08-31,,27.0,
ravenska vas,Zasavska,2008-08-31,11.0,,
trbovlje,Zasavska,2008-08-31,0.0,24.0,18.0
zagorje,Zasavska,2008-08-31,3.0,27.0,
gorenje polje,Goriška,2008-09-30,,17.0,
morsko,Goriška,2008-09-30,,14.0,
nova gorica,Goriška,2008-09-30,8.0,26.0,25.0
iskrba,Jugovzhodna Slovenija,2008-09-30,,23.0,
graska gora,Koroška,2008-09-30,3.0,,
koper,Obalno-kraška,2008-09-30,,16.0,13.0
ljubljana b.,Osrednjeslovenska,2008-09-30,1.0,,
ljubljana bez.,Osrednjeslovenska,2008-09-30,,24.0,
ljubljana bezigrad,Osrednjeslovenska,2008-09-30,,,27.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-09-30,3.0,,
vnajnarje,Osrednjeslovenska,2008-09-30,,,3.0
maribor,Podravska,2008-09-30,1.0,28.0,28.0
mo maribor,Podravska,2008-09-30,,32.0,
murska s.-rakican,Pomurska,2008-09-30,4.0,25.0,10.0
pesje,Posavska,2008-09-30,3.0,19.0,
celje,Savinjska,2008-09-30,4.0,24.0,16.0
eis teb (sv.mohor),Savinjska,2008-09-30,,,5.0
skale,Savinjska,2008-09-30,0.0,24.0,2.0
sostanj,Savinjska,2008-09-30,9.0,,
topolsica,Savinjska,2008-09-30,2.0,,
velenje,Savinjska,2008-09-30,9.0,,
veliki vrh,Savinjska,2008-09-30,9.0,,
zavodnje,Savinjska,2008-09-30,2.0,,4.0
dobovec,Zasavska,2008-09-30,8.0,,
hrastnik,Zasavska,2008-09-30,5.0,,
kovk,Zasavska,2008-09-30,13.0,,7.0
kum,Zasavska,2008-09-30,9.0,,
prapretno,Zasavska,2008-09-30,,27.0,
ravenska vas,Zasavska,2008-09-30,12.0,,
trbovlje,Zasavska,2008-09-30,1.0,31.0,20.0
zagorje,Zasavska,2008-09-30,1.0,39.0,
gorenje polje,Goriška,2008-10-31,,30.0,
morsko,Goriška,2008-10-31,,23.0,
nova gorica,Goriška,2008-10-31,9.0,32.0,35.0
iskrba,Jugovzhodna Slovenija,2008-10-31,,22.0,
graska gora,Koroška,2008-10-31,4.0,,
koper,Obalno-kraška,2008-10-31,,31.0,19.0
ljubljana b.,Osrednjeslovenska,2008-10-31,1.0,,
ljubljana bez.,Osrednjeslovenska,2008-10-31,,37.0,
ljubljana bezigrad,Osrednjeslovenska,2008-10-31,,,39.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-10-31,3.0,,
vnajnarje,Osrednjeslovenska,2008-10-31,,,4.0
maribor,Podravska,2008-10-31,2.0,40.0,34.0
mo maribor,Podravska,2008-10-31,,37.0,
murska s.-rakican,Pomurska,2008-10-31,4.0,36.0,15.0
pesje,Posavska,2008-10-31,3.0,23.0,
celje,Savinjska,2008-10-31,6.0,35.0,19.0
eis teb (sv.mohor),Savinjska,2008-10-31,,,4.0
skale,Savinjska,2008-10-31,2.0,24.0,1.0
sostanj,Savinjska,2008-10-31,6.0,,
topolsica,Savinjska,2008-10-31,3.0,,
velenje,Savinjska,2008-10-31,1.0,,
veliki vrh,Savinjska,2008-10-31,6.0,,
zavodnje,Savinjska,2008-10-31,4.0,,2.0
dobovec,Zasavska,2008-10-31,9.0,,
hrastnik,Zasavska,2008-10-31,7.0,,
kovk,Zasavska,2008-10-31,19.0,,12.0
kum,Zasavska,2008-10-31,9.0,,
prapretno,Zasavska,2008-10-31,,30.0,
ravenska vas,Zasavska,2008-10-31,8.0,,
trbovlje,Zasavska,2008-10-31,2.0,50.0,26.0
zagorje,Zasavska,2008-10-31,3.0,67.0,
gorenje polje,Goriška,2008-11-30,,26.0,
morsko,Goriška,2008-11-30,,21.0,
nova gorica,Goriška,2008-11-30,0.0,30.0,37.0
iskrba,Jugovzhodna Slovenija,2008-11-30,,15.0,
graska gora,Koroška,2008-11-30,3.0,,
koper,Obalno-kraška,2008-11-30,,24.0,23.0
ljubljana b.,Osrednjeslovenska,2008-11-30,2.0,,
ljubljana bez.,Osrednjeslovenska,2008-11-30,,37.0,
ljubljana bezigrad,Osrednjeslovenska,2008-11-30,,,42.0
oms lj. (vnajnarje),Osrednjeslovenska,2008-11-30,6.0,,
vnajnarje,Osrednjeslovenska,2008-11-30,,,7.0
maribor,Podravska,2008-11-30,3.0,38.0,35.0
mo maribor,Podravska,2008-11-30,,34.0,
murska s.-rakican,Pomurska,2008-11-30,6.0,35.0,23.0
pesje,Posavska,2008-11-30,2.0,18.0,
celje,Savinjska,2008-11-30,7.0,35.0,18.0
eis teb (sv.mohor),Savinjska,2008-11-30,,,2.0
skale,Savinjska,2008-11-30,8.0,21.0,0.0
sostanj,Savinjska,2008-11-30,3.0,,
topolsica,Savinjska,2008-11-30,1.0,,
velenje,Savinjska,2008-11-30,1.0,,
veliki vrh,Savinjska,2008-11-30,6.0,,
zavodnje,Savinjska,2008-11-30,2.0,,6.0
dobovec,Zasavska,2008-11-30,7.0,,
hrastnik,Zasavska,2008-11-30,5.0,,
kovk,Zasavska,2008-11-30,8.0,,15.0
kum,Zasavska,2008-11-30,7.0,,
prapretno,Zasavska,2008-11-30,,27.0,
ravenska vas,Zasavska,2008-11-30,9.0,,
trbovlje,Zasavska,2008-11-30,7.0,51.0,31.0
